0.12097,0.1722,0.14215,0.32121,0.68714,0.42828,0.20649,0.18171,0.17419,0.26598
0.025959,0.08374,0.058605,0.23124,0.76076,0.54121,0.13607,0.10899,0.15436,0.09754
0.095154,0.24815,0.13277,0.27392,0.68705,0.38635,0.174,0.25583,0.22905,0.25926
0.088863,0.17356,0.1141,0.30553,0.66019,0.48058,0.19148,0.20674,0.22724,0.24035
0.13332,0.31442,0.15734,0.28929,0.56043,0.3691,0.20883,0.32288,0.25921,0.33099
0.1275,0.26558,0.16238,0.29716,0.6695,0.33946,0.19506,0.27168,0.20484,0.28507
0.091639,0.20553,0.14176,0.30934,0.71155,0.39639,0.18971,0.21235,0.19227,0.22824
0.045807,0.11464,0.089203,0.28022,0.78123,0.4157,0.15637,0.13689,0.23138,0.13576
0.22005,0.25717,0.19457,0.3087,0.49215,0.33373,0.21246,0.2681,0.30124,0.43696
0.036856,0.097006,0.060616,0.22263,0.78091,0.50693,0.13799,0.12264,0.1464,0.11696
0.049216,0.14024,0.091822,0.27003,0.81264,0.39354,0.15222,0.15654,0.12202,0.13689
0.18257,0.23861,0.17042,0.31321,0.58048,0.3623,0.2092,0.24681,0.26312,0.37479
0.056915,0.147,0.09285,0.25738,0.8056,0.3903,0.15307,0.16208,0.14837,0.16504
0.19808,0.25935,0.17265,0.31868,0.54994,0.3263,0.19611,0.26645,0.28039,0.40639
0.14829,0.28961,0.18524,0.31265,0.54372,0.37591,0.23631,0.29451,0.25927,0.33961
0.095526,0.15755,0.11795,0.32501,0.69604,0.44243,0.18832,0.18382,0.20095,0.23801
0.13884,0.19139,0.16707,0.35069,0.55669,0.44716,0.23947,0.22124,0.27899,0.31499
0.11204,0.22646,0.15829,0.34058,0.60722,0.39915,0.23324,0.2443,0.26508,0.28763
0.075338,0.15314,0.082197,0.24046,0.66404,0.44109,0.13499,0.18256,0.42803,0.18983
0.1457,0.30023,0.20304,0.33083,0.56109,0.3482,0.22757,0.31366,0.21698,0.32349
0.07743,0.1357,0.11368,0.32085,0.74774,0.4152,0.16947,0.16243,0.18738,0.19496
0.057471,0.09473,0.09477,0.30589,0.757,0.46756,0.17016,0.12523,0.16227,0.15015
0.055628,0.16968,0.096861,0.25564,0.81416,0.36616,0.14396,0.18184,0.14356,0.14852
0.14487,0.19012,0.15332,0.33109,0.62804,0.40665,0.20557,0.21689,0.25441,0.30969
0.040381,0.10975,0.08365,0.2673,0.70113,0.42955,0.13667,0.14001,0.42302,0.12059
0.09459,0.22234,0.14058,0.29269,0.74256,0.35794,0.17386,0.22731,0.16687,0.21662
0.12713,0.16275,0.11625,0.29651,0.69806,0.415,0.17252,0.18783,0.2441,0.2679
0.039854,0.10048,0.071706,0.23314,0.76444,0.50612,0.14457,0.13098,0.18853,0.12121
0.14949,0.26972,0.18078,0.31216,0.44503,0.383,0.23747,0.29024,0.41269,0.34509
0.057276,0.15381,0.089921,0.26805,0.7428,0.44967,0.16414,0.18228,0.23156,0.15931
0.14507,0.28772,0.1913,0.3286,0.59296,0.35866,0.23319,0.28368,0.19257,0.31532
0.16297,0.30052,0.17121,0.29229,0.61883,0.31013,0.19238,0.29992,0.21671,0.3396
0.056873,0.14615,0.099424,0.28275,0.77825,0.39334,0.15385,0.16901,0.20997,0.1699
0.10216,0.13666,0.10499,0.31033,0.68535,0.50393,0.19658,0.1559,0.16249,0.22488
0.13857,0.192,0.15571,0.34118,0.66535,0.40024,0.21117,0.19986,0.18127,0.28812
