0.24999,0.073278,0.010586,0.076443,0.013474,0.083662,0.011277,0.077261,0.009887,0.034419,0.037492,0.039121,0.046422,0.036658,0.034429,0.033299,0.03192,0.094654,0.055427,0.13031,0.076346,0.098941,0.041595,0.10213,0.064409,0.14899,0.19786,0.22317,0.19952,0.12471,0.13747,0.2205,0.16781,0.11799,0.11756,0.15884,0.085894,0.090474,0.09521,0.13381,0.085302,0.056946,0.065544,0.052448,0.049306,0.046582,0.048724,0.05234,0.054838,0.029419,0.070336,0.024677,0.067085,0.024634,0.063512,0.024685,0.071161,0.35997,0.54967
0.056787,0.0091479,0.0015999,0.082583,0.0017347,0.0080026,0.0016842,0.075831,0.002605,0.0082251,0.025859,0.02691,0.0072272,0.0072296,0.019741,0.024096,0.0089163,0.10704,0.030657,0.098266,0.032726,0.0843,0.026318,0.091844,0.0347,0.11096,0.09897,0.29617,0.32269,0.082452,0.081831,0.29924,0.37193,0.10594,0.066004,0.40012,0.054068,0.086845,0.061978,0.32805,0.080964,0.047369,0.028339,0.027235,0.042952,0.043248,0.026005,0.029244,0.053269,0.029005,0.006318,0.027198,0.058319,0.023772,0.0056275,0.029178,0.059009,0.33768,0.21338
0.17356,0.018599,0.0061101,0.20758,0.0069126,0.021595,0.0073406,0.17759,0.0069147,0.018755,0.041916,0.047621,0.017989,0.018586,0.041264,0.040166,0.015879,0.078123,0.029043,0.084342,0.062106,0.07846,0.031895,0.076795,0.05888,0.061031,0.042128,0.28498,0.24043,0.057143,0.042124,0.27234,0.25302,0.044373,0.061172,0.17812,0.057916,0.046892,0.055807,0.20309,0.057348,0.053086,0.026775,0.028437,0.050362,0.051418,0.026792,0.026886,0.053629,0.022374,0.018007,0.021303,0.16725,0.023251,0.017311,0.023606,0.17355,0.41779,0.4729
0.17237,0.052094,0.0052611,0.10146,0.0058234,0.051772,0.0056624,0.10801,0.0065704,0.025371,0.026487,0.027498,0.026195,0.025565,0.029521,0.031134,0.029553,0.093762,0.024688,0.087513,0.066687,0.096277,0.035361,0.099732,0.088608,0.057078,0.078883,0.22485,0.20126,0.087599,0.083032,0.28343,0.26443,0.076114,0.059835,0.23642,0.061752,0.093269,0.059881,0.28794,0.056956,0.040693,0.042403,0.047404,0.049169,0.052528,0.048845,0.043544,0.046834,0.030357,0.044893,0.034827,0.092535,0.030907,0.04545,0.031248,0.090794,0.44078,0.4662
0.22491,0.02625,0.0075196,0.21372,0.0073807,0.028565,0.0083694,0.23233,0.0062791,0.020677,0.045499,0.044335,0.020929,0.0217,0.049468,0.044042,0.01877,0.070893,0.041641,0.067543,0.056136,0.074173,0.04734,0.069756,0.06053,0.055537,0.04816,0.16054,0.20217,0.064223,0.051923,0.18299,0.17987,0.070957,0.052134,0.13586,0.06164,0.069817,0.052129,0.12757,0.05255,0.053516,0.032754,0.031179,0.0592,0.056653,0.031298,0.032514,0.055176,0.023008,0.022795,0.022212,0.22014,0.022478,0.024014,0.024388,0.18565,0.43727,0.55837
0.23053,0.022107,0.0080974,0.20504,0.0088876,0.020953,0.0086234,0.19859,0.0079044,0.022115,0.052492,0.054383,0.024369,0.021753,0.047369,0.047889,0.023237,0.095053,0.03806,0.083143,0.067058,0.08094,0.030347,0.077158,0.065536,0.063919,0.057313,0.25925,0.24539,0.04181,0.036669,0.23252,0.27364,0.053751,0.072245,0.12186,0.067001,0.042146,0.058956,0.12089,0.076941,0.060411,0.031342,0.029657,0.054851,0.05595,0.029213,0.02723,0.064045,0.02244,0.022849,0.017379,0.18329,0.018841,0.017497,0.019222,0.1897,0.37037,0.51544
0.1835,0.024107,0.0087964,0.17576,0.006624,0.022311,0.008028,0.15891,0.0070303,0.022232,0.0504,0.052956,0.021911,0.022061,0.046846,0.047628,0.01984,0.10045,0.049089,0.10501,0.065802,0.093177,0.041295,0.099415,0.065216,0.076689,0.10956,0.27428,0.26534,0.063291,0.084734,0.30693,0.24403,0.071129,0.082447,0.17032,0.068591,0.062933,0.086869,0.18055,0.07092,0.064781,0.032339,0.034953,0.061495,0.055304,0.032871,0.033772,0.064373,0.022753,0.022432,0.024326,0.13801,0.021163,0.021861,0.023966,0.15071,0.38502,0.45703
0.097267,0.019274,0.0035504,0.10249,0.0044558,0.019852,0.0040462,0.086804,0.0029617,0.014683,0.038332,0.036249,0.014384,0.012437,0.032614,0.029578,0.011135,0.11617,0.047236,0.10925,0.047196,0.094069,0.035588,0.093689,0.051819,0.12161,0.1089,0.30648,0.30005,0.099187,0.07631,0.3071,0.3392,0.098649,0.083229,0.20193,0.072656,0.066723,0.060356,0.21186,0.087282,0.056841,0.028689,0.029369,0.049323,0.047228,0.02704,0.030498,0.063039,0.026454,0.015232,0.023927,0.077344,0.022087,0.015477,0.024675,0.08548,0.49131,0.28827
0.33797,0.066677,0.017103,0.096281,0.016654,0.066909,0.014669,0.099964,0.01672,0.037573,0.03722,0.042059,0.035122,0.034361,0.037176,0.038459,0.036866,0.075595,0.04875,0.067079,0.057718,0.068075,0.034364,0.062317,0.060225,0.080416,0.080522,0.095861,0.13582,0.069017,0.062481,0.095614,0.13615,0.06758,0.056182,0.07984,0.060007,0.050853,0.052482,0.079743,0.065875,0.044398,0.038558,0.038943,0.037476,0.040763,0.040043,0.040538,0.045599,0.028271,0.064063,0.022143,0.087875,0.022791,0.06499,0.026726,0.094908,0.46267,0.67111
0.078087,0.011658,0.0023329,0.089103,0.0024465,0.012092,0.0034495,0.083093,0.0013521,0.0072735,0.025113,0.025189,0.0088972,0.010864,0.023627,0.020888,0.0065773,0.084442,0.02651,0.11233,0.036537,0.082741,0.02165,0.074762,0.032729,0.065091,0.096158,0.40001,0.32984,0.06006,0.053919,0.323,0.32643,0.081282,0.097093,0.3935,0.059242,0.058467,0.049145,0.27341,0.061904,0.053484,0.030031,0.030731,0.042967,0.036235,0.023,0.026705,0.049206,0.029311,0.0084154,0.026704,0.06659,0.021626,0.0063358,0.026591,0.074269,0.31017,0.24779
