0.16527,0.096253,0.016529,0.023563,0.095957,0.0038081,0.0019806,0.004584,0.15983,0.019387,0.0017152,0.0098826,0.0039408,3.0628e-05,0,0.0091577,0.18204,0.024952,0.0032261,0.0074017,0.06242,0.0043083,0.00072486,0.0078816,0.053936,0.0048188,0,0,0,0,0,0.036406
0.24749,0.016673,0.0057038,0.0021624,0.026043,0.054949,0.018323,0.076856,0.081912,0.0037399,0.0011178,0,0.00024027,0.0079081,0.00071037,0.027966,0.17271,0.028321,0.0041577,0.007532,0.020507,0.03742,0.010844,0.046059,0.092066,0.0044607,0,0,0,0,0,0.0041264
0.25407,0.041236,0.0064371,0.0071976,0.0023028,0.0053767,0.0083329,0.067306,0.14072,0.037155,0,0,0,8.5685e-05,0.00033203,0.041707,0.25859,0.04989,0.0044556,0.0070262,0.0066085,0.0019279,0.0018208,0.035206,0.01401,0.0048733,0,0,0,0,0,0.0033417
0.28426,0.052148,0.00073909,0.00041178,0.0010347,0.01153,0.013388,0.05331,0.029289,0.0032626,0,0,0,0,7.3909e-05,0.011276,0.29539,0.13707,0.0017633,0.0002534,0.0010136,0.0031675,0.0010031,0.081479,0.011847,0.0062823,0,0,0,0,0,0
0.078905,0.24526,0.16493,0.00565,0.0032521,0.001626,0.0036843,0.045694,0.0033653,0.065412,0.051046,0.00017495,1.0291e-05,6.1749e-05,0.00037049,0.0041475,0.017804,0.19649,0.074623,0.032212,0.0034476,8.2332e-05,4.1166e-05,8.2332e-05,0,0.001307,0.00031904,0,0,0,0,0
0.1346,0.061729,0.024102,0.0051214,0.0032401,0.010253,0.0040449,0.036404,0.13688,0.0015678,0.0020172,0.001087,0.00074208,0.00097202,0.00013587,0.045121,0.34117,0.050597,0.0060621,0.0056649,0.015364,0.0038254,0.0011811,0.050284,0.052343,0,0,0,0,0,0,0.0054977
0.20784,0.027077,0.0062542,0.0030369,0.006233,0.011234,0.02542,0.11072,0.17134,0.0064879,0.0010618,0.00042474,0.01254,0.020058,0.0076346,0.13426,0.13869,0.016214,0.0012636,0.00016989,0.0011256,0.0037802,0.0066259,0.060068,0.014186,0.00086009,0,0,0.0023361,0.00088133,0,0.0021768
0.06882,0.13351,0.091463,0.014608,0.01341,0.0099586,0.016367,0.10352,0.08833,0.012311,0.00023083,3.2975e-05,5.4959e-05,1.0992e-05,0.00020884,0.11379,0.036691,0.04234,0.0072436,0.011245,0.041109,0.025413,0.004001,0.070985,0.052969,0.0064302,0,0,0,0,0,0.034954
0.23867,0.13202,0.083413,0.006165,0.0043975,0.0034818,0.0020337,0.02828,0.1419,0.010573,0.0071765,0.00019166,0.00015971,0.00031943,0.0004259,0.081294,0.10617,0.019858,0.003322,0.0048659,0.01068,0.012234,0.0048021,0.044422,0.041238,0.0034605,0,0,0,0,0,0.0084542
0.22513,0.1296,0.1369,0.03951,0.05244,0.0076765,0.0029975,0.019719,0.063511,0.00038644,0.00014622,0.0013055,0.011781,0,0,0.026873,0.058216,0.065579,0.037275,0.021651,0.047949,0.002611,0.00031333,0.019019,0.0094102,0,0,0,0,0,0,0.01999
