2.2486,1.5337,1.3321,0.84183,0.5115,0.39865,0.25915,0.028018,3.3013
1.9214,1.5947,1.3997,1.1535,1.1321,0.55569,0.24591,0.015383,3.1187
1.736,1.4185,0.98126,0.64342,0.53507,0.28069,0.13597,0.19443,4.6346
2.0947,1.0855,1.0627,0.76137,0.89174,0.87622,0.45182,0.2607,3.6982
1.9837,1.1831,1.0115,0.75825,0.10193,0.18544,0.39444,0.4548,4.1405
1.8591,1.1368,0.73915,0.55753,0.48389,0.40151,0.17073,0.27906,4.1952
2.3591,1.6373,1.0417,0.60342,0.3124,0.17488,0.11108,0.073441,3.9147
2.0101,1.6905,1.3045,0.19639,0.40225,0.459,0.77599,0.7243,3.2762
2.3995,1.3554,0.82901,0.6961,0.059959,0.30641,0.16828,0.22899,3.9341
2.0277,1.7283,1.5309,1.2585,0.62502,0.51914,0.16132,0.05695,3.5406
1.6408,1.2961,1.1804,0.9037,0.79311,0.44126,0.59506,0.27739,3.7201
1.9213,1.1638,0.83843,0.71791,0.54396,0.492,0.25176,0.35028,3.9921
2.0429,1.6088,1.1247,0.78783,0.73771,0.39317,0.16005,0.091327,3.6805
2.01,1.51,0.83771,0.54255,0.40365,0.28094,0.14704,0.098954,4.3481
2.2219,1.5605,0.98007,0.80818,0.39521,0.49911,0.23717,0.071326,3.8165
1.8696,1.3423,1.2478,0.91874,0.74007,0.58253,0.43149,0.15555,4.0807
2.4796,2.0342,1.5786,0.86577,0.45131,0.18478,0.069679,0.028047,3.0472
2.5338,2.0549,1.0844,0.65187,0.47365,0.43915,0.11045,0.132,3.77
3.7096,1.3015,0.80226,0.61809,0.41673,0.25568,0.087019,0.11658,3.8261
2.0727,1.2035,0.91425,0.6786,0.078739,0.30358,0.3113,0.2492,4.3888
1.95,1.7013,1.334,1.0451,0.8929,0.67609,0.26929,0.030745,2.9051
1.6521,1.5178,1.2877,1.1013,0.98555,0.81167,0.70141,0.097217,2.848
1.6963,1.1676,0.96575,0.76312,0.63375,0.47147,0.24488,0.10496,4.3543
1.4913,1.2433,1.0368,0.97366,0.80515,0.6325,0.38433,0.51126,3.7425
3.3773,1.0826,0.89625,0.72827,0.59859,0.4131,0.47576,0.06336,3.7796
1.7145,1.1291,0.80732,0.63078,0.52268,0.21885,0.41137,0.33701,4.3747
1.6852,1.4436,1.2322,0.96456,0.87123,0.51094,0.23758,0.070063,3.9637
1.9433,1.5519,1.4667,1.0078,1.0406,0.49059,0.37922,0.13147,2.9773
1.6004,1.3161,0.9916,1.0499,0.61738,0.56834,0.44111,0.21499,3.9435
2.2333,1.6375,1.2122,0.96668,0.53381,0.30003,0.14392,0.054797,3.9966
2.4251,1.3367,0.84063,0.51993,0.406,0.15093,0.090717,0.040834,3.9717
1.5865,1.0026,0.74606,0.51536,0.3105,0.18263,0.066235,0.039806,4.7248
2.5304,1.742,1.1495,0.78067,0.46695,0.37271,0.17442,0.065783,3.7619
2.5118,1.4288,1.2971,0.57949,0.72299,0.39785,0.31445,0.043306,4.1446
1.8182,1.3444,0.86166,0.71536,0.5986,0.35759,0.42294,0.19121,4.1114
2.2645,1.761,1.2275,0.78107,0.53946,0.35472,0.17836,0.092931,4.1841
2.2201,1.8388,1.5833,1.1766,0.46808,0.38764,0.14074,0.093507,3.323
1.8952,1.548,1.2009,0.79252,0.55519,0.44607,0.1575,0.020661,3.9528
2.6879,1.957,1.4058,0.77756,0.34935,0.25657,0.19651,0.14565,3.6074
1.7719,2.3124,1.2891,0.79929,0.5859,0.38816,0.32303,0.13705,3.6935
2.3667,1.6965,0.98717,0.82818,0.56799,0.23589,0.34504,0.39199,4.0346
2.0268,1.3926,1.5313,0.89333,0.50594,0.21457,0.341,0.31951,4.0346
2.7359,1.7398,1.325,0.90786,0.43078,0.19765,0.077925,0.10372,3.3916
2.1971,1.5805,1.1878,0.33822,0.40823,0.53101,0.71574,0.67568,3.9549
3.431,1.5093,2.0185,0.85367,0.042599,0.086826,0.50429,0.32964,3.341
3.6123,1.7111,1.1086,0.63526,0.23367,0.16776,0.075835,0.046132,3.9236
3.9782,1.9605,0.99868,0.35654,0.29146,0.1245,0.057412,0.0035159,3.6647
1.5277,1.1391,0.97451,0.69919,0.6301,0.4402,0.24118,0.18145,4.3302
2.2635,1.7792,1.1724,0.72727,0.48814,0.18047,0.056578,0.038573,4.0811
2.3619,1.0272,0.94043,0.062737,0.72541,0.34733,0.49956,0.44032,4.6095
1.9603,1.5038,1.1743,0.95636,0.71444,0.49676,0.32739,0.12513,3.7196
1.9132,1.3518,0.81133,0.47612,0.28583,0.19489,0.099468,0.05227,4.6987
1.5649,1.3243,0.95507,0.63729,0.47256,0.37366,0.24069,0.022668,4.2386
1.6804,1.2408,0.94874,0.77392,0.58264,0.45843,0.48776,0.32733,3.8835
1.7172,1.2959,1.0401,0.12921,0.71918,0.59971,0.30319,0.43208,4.4121
2.35,1.6694,0.97644,0.75429,0.53729,0.32181,0.18077,0.059359,4.377
1.9971,1.3493,1.0174,0.60848,0.43969,0.2836,0.13682,0.15389,4.2488
3.0028,1.7158,1.0321,0.54989,0.41836,0.24891,0.1063,0.094926,4.0349
2.1558,1.3698,1.1649,0.86422,0.59063,0.38218,0.24523,0.029272,3.8953
2.0272,1.4701,1.0161,0.66933,0.5601,0.38611,0.21405,0.032926,4.1825
1.9448,1.3573,1.0269,0.7755,0.65695,0.35303,0.13952,0.02626,4.0332
1.7094,1.1459,0.86293,0.59218,0.46014,0.2528,0.11348,0.025399,4.4302
2.3343,1.9007,1.5059,0.86057,0.092628,0.19462,0.26352,0.59418,3.4792
1.6143,1.4691,0.91814,0.21169,0.32339,0.43312,0.60672,0.55745,4.8339
1.7447,1.2832,0.88624,0.71008,0.43982,0.2765,0.13807,0.16003,4.4934
4.7541,1.3765,1.066,0.53988,0.4052,0.066355,0.2386,0.15506,3.5865
2.8053,1.5934,1.1329,0.99997,0.79156,0.25822,0.12888,0.024198,3.6972
1.9299,1.6278,1.379,1.0123,0.65014,0.3146,0.10565,0.029,3.8054
1.9425,1.8364,1.0438,1.0015,0.54366,0.44263,0.032358,0.22621,4.0913
3.3875,2.2439,0.96924,0.40036,0.24782,0.17634,0.051912,0.081627,3.8659
2.5669,1.2503,0.86842,0.52307,0.2866,0.23758,0.14873,0.056416,3.9147
1.8931,0.54753,1.4202,0.95457,1.2056,1.127,0.3554,0.15906,3.5959
1.7462,1.4464,1.136,0.79302,0.61919,0.36828,0.22258,0.10788,3.9494
4.8465,1.1371,0.16555,0.19013,0.27313,0.3828,0.50477,0.54332,3.8684
2.365,2.0492,1.6827,1.0069,1.0002,0.32326,0.05045,0.094156,2.35
1.807,1.4154,1.1396,1.0019,0.82103,0.53232,0.35774,0.16712,3.5935
2.1131,1.5947,1.0125,0.71205,0.61219,0.41745,0.23311,0.0042065,4.199
1.6517,1.3187,0.9974,0.77992,0.73575,0.56941,0.4366,0.062834,4.1405
2.6849,1.9543,1.1842,0.65922,0.39366,0.19028,0.11962,0.035386,3.7364
5.1462,1.7406,0.30838,0.22545,0.064123,0.10003,0.15299,0.97758,3.6845
1.8166,1.2136,0.94237,0.82676,0.74616,0.43883,0.21028,0.16421,4.333
2.5462,1.8572,1.002,0.52871,0.38665,0.3062,0.18989,0.22274,3.7636
2.3713,1.504,0.84131,0.50296,0.32752,0.20319,0.14744,0.040426,4.3928
2.7537,1.9079,1.0799,0.67125,0.36709,0.10875,0.22568,0.16741,3.6344
2.5413,1.2975,0.88986,0.64873,0.5721,0.36054,0.20214,0.12592,4.1556
