111.48,54.655,0.44721,93.305,49.388,0.39923,78.603,46.787,0.65247
111.84,60.846,0.23093,86.938,51.39,0.36723,79.856,49.08,0.61618
110.97,65.473,0.33084,91.096,63.922,0.55506,78.26,59.511,0.76813
129.07,60.394,-0.16603,111.28,60.204,0.2639,102.48,58.382,0.38547
96.009,71.589,0.7258,102.31,72.391,0.60266,84.645,72.247,0.84574
130.65,59.854,-0.023832,97.092,57.633,0.59305,87.018,55.662,0.83685
91.098,55.036,0.74008,66.175,51.057,1.0674,62.938,48.636,1.2151
108.17,68.122,0.49484,85.307,65.807,0.91149,78.271,66.964,1.1089
101.71,54.894,0.68429,77.909,52.698,1.1921,69.802,52.67,1.4488
95.734,57.062,0.5714,88.311,57.676,0.63238,78.684,55.695,1.0296
143.07,58.532,-0.29405,114.86,63.929,0.25214,99.145,63.465,0.51712
123.4,58.184,0.21911,112.33,59.361,0.3585,88.701,60.619,0.88807
106.6,64.71,0.33507,80.799,64.221,0.88305,67.863,60.163,1.2139
95.456,61.143,0.59792,83.018,59.68,0.71394,68.029,57.899,1.1711
116.72,50.447,-0.13848,127.83,60.396,-0.14877,94.766,48.109,0.38721
120.55,69.098,0.18956,98.631,73.87,0.34458,80.726,70.835,0.76804
94.505,51.022,0.47744,60.532,48.881,0.94672,62.154,44.717,1.0808
90.965,62.612,0.70368,69.161,58.815,1.1927,60.904,56.405,1.7931
94.018,72.652,0.55145,62.485,63.087,1.1217,59.413,60.043,1.3364
117.5,57.387,0.27183,98.248,50.581,0.67671,83.695,49.116,1.1165
104.24,60.241,0.21176,83.054,55.373,0.42648,81.381,54.656,0.48794
128.36,66.226,-0.12402,89.638,59.167,0.53127,88.326,59.859,0.53982
114.25,60.322,0.2139,99.321,60.011,0.46543,93.175,59.151,0.54679
122.15,69.418,0.086286,108.47,70.806,0.33985,100.81,67.969,0.41722
95.416,72.581,0.32044,77.224,65.736,0.60211,74.978,64.267,0.631
123.7,57.184,0.15041,102.86,60.568,0.42575,96.24,57.24,0.50666
119.95,67.787,-0.0080585,93.274,68.396,0.61069,89.2,61.279,0.63969
107.41,58.636,0.15965,90.204,57.023,0.56046,83.701,54.335,0.76372
117.76,68.137,0.17441,113.13,69.473,0.27107,93.407,68.736,0.71725
92.904,65.394,0.62504,82.012,60.408,0.6561,74.08,56.995,0.83487
79.958,49.603,0.92397,83.243,43.308,0.76772,72.866,43.354,1.0062
106.03,59.613,0.3031,108.04,62.482,0.32807,78.75,53.607,0.67203
87.604,59.948,0.55451,72.067,59.535,1.1129,67.142,56.732,1.2446
117.37,53.735,0.34194,119.47,50.694,-0.074346,96.968,45.053,0.25095
137.51,55.52,-0.17111,152.62,61.666,-0.71391,102.9,55.382,0.35635
78.073,59.683,0.90648,83.154,58.855,0.59875,94.032,68.844,0.36806
111.81,62.765,0.21699,67.979,54.436,1.2621,57.191,47.865,1.5626
116.57,64.373,0.080103,75.263,57.792,0.99651,62.573,48.687,1.251
85.795,62.964,0.67948,64.819,54.157,1.2682,61.572,50.4,1.2671
128.89,76.962,-0.13765,110.33,81.245,0.26892,106.05,77.863,0.2576
99.701,71.506,0.56259,84.464,71.073,0.86104,80.844,70.475,0.96082
115.02,76.495,0.23915,100.12,75.727,0.45492,93.192,73.206,0.54694
85.9,60.378,0.56983,65.076,50.582,1.1711,65.719,48.428,1.1114
130.24,74.127,-0.036547,121.76,81.999,0.035051,114.74,80.104,0.11771
98.241,82.568,0.4572,88.103,83.768,0.70979,76.731,80.08,0.85834
69.043,55.734,1.0838,58.104,52.254,1.3502,49.292,48.308,1.6326
61.434,53.416,1.3646,51.763,50.524,1.6166,46.443,47.131,1.7741
134.75,62.68,0.00087552,108.21,67.526,0.26498,92.282,60.281,0.44938
81.373,55.397,0.88693,75.733,54.281,0.85392,56.421,45.834,1.4319
99.957,59.202,0.66662,85.63,61.417,0.70365,83.602,61.16,0.72176
145.47,64.742,-0.17894,81.712,63.449,0.72304,68.552,52.481,1.271
91.112,60.008,0.63101,88.894,60.591,0.6595,71.734,56.587,0.92957
